hyponym	1
protestant.n.01	2f65
perfectionist.n.01	2f66
play_around.v.01	2f67
allometry.n.01	2f68
refine.v.04	2f69
joke.n.01	2f6a
belly_laugh.n.02	2f6b
range.v.03	2f6c
carry.v.19	2f6d
component.n.03	2f6e
ingredient.n.01	2f6f
theropod.n.01	2f70
allosaur.n.01	2f71
decision.n.01	2f72
vestiture.n.01	2f73
french_honeysuckle.n.02	2f74
cohune_nut.n.01	2f75
genus_filago.n.01	2f76
calvinist.n.01	2f77
resignation.n.01	2f78
lieutenant.n.01	2f79
sublieutenant.n.01	2f7a
dissolution.n.01	2f7b
lysis.n.02	2f7c
abasement.n.01	2f7d
degeneracy.n.01	2f7e
federal_court.n.01	2f7f
repartee.n.01	2f80
banter.n.01	2f81
sphagnales.n.01	2f82
case_shot.n.01	2f83
recess.n.04	2f84
suppress.v.01	2f85
silence.v.02	2f86
broccoli_raab.n.01	2f87
protective_garment.n.01	2f88
athletic_supporter.n.01	2f89
inconvertibility.n.01	2f8a
thoughtfulness.n.03	2f8b
deliberation.n.05	2f8c
laugh.n.01	2f8d
chortle.n.01	2f8e
veteran.n.02	2f8f
contract.n.01	2f90
lease.n.02	2f91
rush.n.03	2f92
bulrush.n.02	2f93
nail.v.01	2f94
choeronycteris.n.01	2f95
play.v.15	2f96
declare.v.06	2f97
stigmatization.n.01	2f98
citrange.n.01	2f99
change_of_shape.n.01	2f9a
contortion.n.01	2f9b
jive.v.01	2f9c
tapir.n.01	2f9d
polybotrya.n.01	2f9e
place.v.02	2f9f
plant_process.n.01	2fa0
hair.n.03	2fa1
watercourse.n.03	2fa2
canal.n.03	2fa3
congregate.v.01	2fa4
electronic_signal.n.01	2fa5
leverage.v.02	2fa6
nicandra.n.01	2fa7
corrective.n.01	2fa8
autopsy.n.01	2fa9
caryophylloid_dicot_family.n.01	2faa
batidaceae.n.01	2fab
contraceptive.n.01	2fac
coil.n.04	2fad
deal.n.08	2fae
mend.n.01	2faf
variety_show.n.01	2fb0
intermaxillary_suture.n.01	2fb1
bird_of_paradise.n.01	2fb2
cape_yellowwood.n.01	2fb3
moss_genus.n.01	2fb4
marchantia.n.01	2fb5
malay.n.02	2fb6
indonesian.n.02	2fb7
separation.n.04	2fb8
winnow.n.01	2fb9
protozoa.n.01	2fba
grade.n.02	2fbb
general_certificate_of_secondary_education.n.01	2fbc
shoot.v.08	2fbd
dunk.v.02	2fbe
ornithologist.n.01	2fbf
end.n.06	2fc0
ranunculaceae.n.01	2fc1
condense.v.05	2fc2
scatter.v.03	2fc3
reason.n.03	2fc4
geococcyx.n.01	2fc5
direction.n.01	2fc6
course.n.03	2fc7
baptist_denomination.n.01	2fc8
generality.n.02	2fc9
prevalence.n.01	2fca
dysomia.n.01	2fcb
motor_vehicle.n.01	2fcc
desalinate.v.01	2fcd
etropus.n.01	2fce
soft_drink.n.01	2fcf
drama.n.02	2fd0
turnip.n.02	2fd1
rutabaga.n.01	2fd2
pear.n.01	2fd3
stock.n.02	2fd4
warhead.n.01	2fd5
tap.v.06	2fd6
jewish_calendar_month.n.01	2fd7
tebet.n.01	2fd8
limanda.n.01	2fd9
nastiness.n.03	2fda
beastliness.n.02	2fdb
trifurcate.v.01	2fdc
bifurcate.v.02	2fdd
t_cell.n.01	2fde
cheer.n.01	2fdf
goalkeeper.n.01	2fe0
swan.n.01	2fe1
tundra_swan.n.01	2fe2
genus_coleus.n.01	2fe3
acanthopterygii.n.01	2fe4
psidium.n.01	2fe5
trickery.n.02	2fe6
fraud.n.03	2fe7
turnicidae.n.01	2fe8
mayetiola.n.01	2fe9
lend.v.01	2fea
instill.v.01	2feb
cafe.n.01	2fec
abridge.v.01	2fed
digest.v.07	2fee
salvation.n.04	2fef
ascomycete.n.01	2ff0
sarcosomataceae.n.01	2ff1
sorbent.n.01	2ff2
flash.n.02	2ff3
miscegenation.n.01	2ff4
plant_hopper.n.01	2ff5
st_john's_wort.n.01	2ff6
auriparus.n.01	2ff7
develop.v.13	2ff8
detect.v.01	2ff9
trace.v.05	2ffa
close.v.02	2ffb
rolaids.n.01	2ffc
animal_foot.n.01	2ffd
paw.n.01	2ffe
acronym.n.01	2fff
detective.n.01	3000
pointed_arch.n.01	3001
black_vulture.n.01	3002
crocodilian_reptile.n.01	3003
caiman.n.01	3004
petasites.n.01	3005
dock.v.01	3006
connect.v.04	3007
apios.n.01	3008
accountant.n.01	3009
bell.n.04	300a
bluegrass.n.01	300b
uxor.n.01	300c
orycteropus.n.01	300d
ascaridia.n.01	300e
synoptic_gospels.n.01	300f
dung_beetle.n.01	3010
visual_signal.n.01	3011
flare.n.03	3012
complexity.n.01	3013
complicatedness.n.01	3014
genus_ankylosaurus.n.01	3015
face.v.07	3016
young.n.01	3017
exhumation.n.01	3018
intractability.n.01	3019
bridge.n.01	301a
suspension_bridge.n.01	301b
clutch.n.07	301c
friction_clutch.n.01	301d
computer_user.n.01	301e
egoism.n.02	301f
bigot.n.01	3020
antifeminist.n.01	3021
parquet_circle.n.01	3022
professional.n.01	3023
careerist.n.01	3024
native_cranberry.n.01	3025
shopping.n.01	3026
marketing.n.03	3027
gnarl.v.01	3028
inelasticity.n.01	3029
rigidity.n.01	302a
national_bank.n.01	302b
germander.n.01	302c
parody.v.01	302d
telopea.n.01	302e
hostile.n.01	302f
bible.n.01	3030
sour.v.02	3031
juncture.n.01	3032
climax.n.01	3033
sodomize.v.02	3034
lens.n.01	3035
chump.n.01	3036
syringa.n.02	3037
go.v.03	3038
ricegrass.n.01	3039
bang.n.02	303a
misapply.v.01	303b
corner.v.02	303c
azolla.n.01	303d
cell.n.04	303e
terrorist_cell.n.01	303f
hole.n.03	3040
semiautomatic_firearm.n.01	3041
semiautomatic_pistol.n.01	3042
recovery.n.03	3043
recapture.n.02	3044
gomphotheriidae.n.01	3045
maclura.n.01	3046
galax.n.01	3047
hiccup.n.01	3048
pitch.n.01	3049
tone.n.02	304a
condensing.n.01	304b
thickening.n.03	304c
smell.n.05	304d
sniff.n.01	304e
aix.n.01	304f
integumentary_system.n.01	3050
fairness.n.01	3051
power_unit.n.01	3052
watt.n.01	3053
laugh.v.01	3054
chuckle.v.01	3055
work_unit.n.01	3056
joule.n.01	3057
bird.n.01	3058
coraciiform_bird.n.01	3059
sexual_intercourse.n.01	305a
defloration.n.02	305b
conurbation.n.01	305c
subtopia.n.01	305d
pain.n.02	305e
devitalization.n.01	305f
trailing_four_o'clock.n.01	3060
metacarpal_vein.n.01	3061
subcompact.n.01	3062
fart.n.01	3063
shoot.n.01	3064
pilularia.n.01	3065
yugoslav.n.01	3066
portrayal.n.02	3067
impression.n.08	3068
black_music.n.01	3069
blues.n.01	306a
flog.v.01	306b
theodolite.n.01	306c
craft.n.04	306d
dry-gulching.n.01	306e
country_music.n.01	306f
clip-clop.n.01	3070
flow.n.01	3071
ebb.n.02	3072
psophiidae.n.01	3073
public_transit.n.01	3074
meconium.n.01	3075
lay_waste_to.v.01	3076
ripple.v.02	3077
myofibril.n.01	3078
stizidae.n.01	3079
stockist.n.01	307a
dodderer.n.01	307b
shivaism.n.01	307c
comb.v.01	307d
mangifera.n.01	307e
anise_tree.n.01	307f
folk_singer.n.01	3080
uighur.n.02	3081
broom_grass.n.01	3082
machine_gun.n.01	3083
submachine_gun.n.01	3084
tellurian.n.01	3085
galega.n.01	3086
upend.v.01	3087
corixidae.n.01	3088
normal_curve.n.01	3089
savings_bank.n.02	308a
fresh_breeze.n.01	308b
novice.n.02	308c
apprentice.n.01	308d
monocot.n.01	308e
sweater.n.01	308f
cardigan.n.01	3090
college_student.n.01	3091
genus_maranta.n.01	3092
pea_tree.n.01	3093
flunitrazepan.n.01	3094
r-2.n.01	3095
acinos.n.01	3096
burst.v.01	3097
instill.v.02	3098
connect.v.08	3099
female_child.n.01	309a
flower_girl.n.02	309b
spondaize.v.01	309c
deprive.v.02	309d
impoverish.v.01	309e
lodge.v.04	309f
quarter.v.01	30a0
absorption.n.01	30a1
imbibition.n.01	30a2
omnivore.n.02	30a3
monodontidae.n.01	30a4
credits.n.01	30a5
hardening.n.02	30a6
congealment.n.01	30a7
protrusion.n.02	30a8
trotskyite.n.01	30a9
remit.n.01	30aa
content_word.n.01	30ab
noun.n.01	30ac
philanthropist.n.01	30ad
submission.n.02	30ae
bairn.n.01	30af
carboxylic_acid.n.01	30b0
teton.n.01	30b1
oglala.n.01	30b2
destroyer.n.02	30b3
camas.n.01	30b4
leichtlin's_camas.n.01	30b5
zircon.n.01	30b6
river.n.01	30b7
siding.n.01	30b8
vespula.n.01	30b9
coriander.n.02	30ba
water_star_grass.n.01	30bb
phalangeridae.n.01	30bc
lysimachia.n.01	30bd
borough.n.01	30be
citizen.n.01	30bf
voter.n.01	30c0
administration.n.02	30c1
county_council.n.01	30c2
acme.n.01	30c3
blephilia.n.01	30c4
catch.v.09	30c5
intumescence.n.01	30c6
fragmentation.n.04	30c7
fracture.n.03	30c8
bombacaceae.n.01	30c9
yogurt.n.01	30ca
sesamum.n.01	30cb
classification_system.n.01	30cc
grouping.n.03	30cd
knitting_stitch.n.01	30ce
compatibility.n.02	30cf
accord.n.04	30d0
octet.n.05	30d1
trace.v.02	30d2
write.v.07	30d3
humanitarian.n.01	30d4
plasma.n.01	30d5
organist.n.01	30d6
liberator.n.01	30d7
manilkara.n.01	30d8
biometric_identification.n.01	30d9
face_recognition.n.01	30da
instrument.v.02	30db
sieve.v.02	30dc
lecturer.n.02	30dd
ski_tow.n.01	30de
vicar.n.02	30df
acanthocybium.n.01	30e0
impress.v.04	30e1
tone.v.02	30e2
normality.n.01	30e3
typicality.n.01	30e4
aquatic_vertebrate.n.01	30e5
rear.n.05	30e6
tail.n.07	30e7
trespass.v.01	30e8
tswana.n.01	30e9
chuck.n.03	30ea
computer_network.n.01	30eb
local_area_network.n.01	30ec
marker.n.02	30ed
authentication.n.01	30ee
air_plant.n.01	30ef
cola.n.02	30f0
share.v.02	30f1
double_up.v.02	30f2
treaty.n.01	30f3
peace.n.05	30f4
center.n.06	30f5
lawman.n.01	30f6
police_sergeant.n.01	30f7
brew.v.01	30f8
order.v.05	30f9
face-off.n.02	30fa
play.v.01	30fb
catch.v.27	30fc
capitalize.v.02	30fd
lapse.v.02	30fe
recognize.v.09	30ff
water_shrew.n.01	3100
diverge.v.01	3101
press.v.04	3102
iron.v.01	3103
advertise.v.02	3104
learn.v.04	3105
drill.v.03	3106
originate.v.02	3107
go_back.v.01	3108
genus_combretum.n.01	3109
mismarry.v.01	310a
woody_plant.n.01	310b
nightshade.n.01	310c
coffee.n.02	310d
title.n.07	310e
soapsuds.n.01	310f
shaving_cream.n.01	3110
gastropod.n.01	3111
end.n.05	3112
fearlessness.n.02	3113
water_closet.n.01	3114
condemn.v.04	3115
shut_off.v.03	3116
power_of_appointment.n.01	3117
overdress.v.02	3118
tart_up.v.02	3119
version.n.02	311a
brioschi.n.01	311b
wax.n.01	311c
candelilla_wax.n.01	311d
exploit.v.01	311e
prey.v.01	311f
royal_poinciana.n.01	3120
hop_on.v.01	3121
remount.v.01	3122
fodder.n.02	3123
acquirer.n.02	3124
underpants.n.01	3125
pantie.n.01	3126
prayer.n.01	3127
unpleasantness.n.02	3128
sorex.n.01	3129
interpreter.n.02	312a
maximization.n.02	312b
shot.n.05	312c
marksman.n.01	312d
cryptocoryne.n.01	312e
gentle_breeze.n.01	312f
decide.v.04	3130
consort.v.01	3131
petrel.n.01	3132
storm_petrel.n.01	3133
pedaler.n.01	3134
cyclist.n.01	3135
bluish_green.n.01	3136
transducer.n.01	3137
scyphozoa.n.01	3138
bottom.n.01	3139
bilge.n.02	313a
religious_leader.n.01	313b
compassion.n.01	313c
freedom.n.01	313d
liberty.n.03	313e
prionotus.n.01	313f
frontier.n.03	3140
bunt.n.01	3141
jeweler.n.02	3142
train.v.01	3143
mung.n.01	3144
indium.n.01	3145
littorina.n.01	3146
chartist.n.01	3147
dynamism.n.03	3148
nutrify.v.01	3149
felt_fern.n.01	314a
amino.n.01	314b
type.n.03	314c
principle.n.03	314d
pleasure_principle.n.01	314e
ship.v.05	314f
ebony.n.03	3150
mercerize.v.01	3151
facsimile.n.02	3152
truth_serum.n.01	3153
thiopental.n.01	3154
witchcraft.n.01	3155
cinchona.n.02	3156
cartagena_bark.n.01	3157
opiate.n.01	3158
fentanyl.n.01	3159
coincide.v.01	315a
overlap.v.01	315b
wrongdoer.n.01	315c
conceit.n.05	315d
cervidae.n.01	315e
intent.n.02	315f
harpoon.v.01	3160
substitute.n.01	3161
swallow.n.03	3162
martin.n.05	3163
planetary_gear.n.01	3164
scleroprotein.n.01	3165
gelatin.n.01	3166
ill-being.n.01	3167
misery.n.01	3168
atorvastatin.n.01	3169
deny.v.01	316a
calendar_day.n.01	316b
gramineous_plant.n.01	316c
reed.n.01	316d
bundle.v.01	316e
hoof.v.02	316f
tribuneship.n.01	3170
chat_up.v.01	3171
vamp.v.03	3172
alteration.n.02	3173
loosening.n.02	3174
stockpile.n.02	3175
jettison.v.01	3176
extremity.n.01	3177
national_park_service.n.01	3178
example.n.01	3179
sample.n.01	317a
extend.v.04	317b
number.n.01	317c
hoist.v.03	317d
oratory.n.01	317e
groupware.n.01	317f
old_world_porcupine.n.01	3180
metro.n.01	3181
suggester.n.01	3182
bomber.n.01	3183
heat.n.01	3184
latent_heat.n.01	3185
denomination.n.01	3186
literary_composition.n.01	3187
pastoral.n.03	3188
roll.v.08	3189
berteroa.n.01	318a
kingwood.n.02	318b
crystal.n.06	318c
oleaster.n.01	318d
eutheria.n.01	318e
membrane_bone.n.01	318f
knocker.n.01	3190
plunger.n.03	3191
water_travel.n.01	3192
giraffe.n.01	3193
biological_time.n.01	3194
gestation.n.01	3195
postulate.v.02	3196
insist.v.03	3197
cast_iron.n.01	3198
alloy_iron.n.01	3199
flying_lemur.n.01	319a
junketeer.v.01	319b
sphaerocarpus.n.01	319c
christian.n.01	319d
friend.n.05	319e
writing_style.n.01	319f
prose.n.01	31a0
shield.n.01	31a1
wrasse.n.01	31a2
hearing.n.06	31a3
ring.n.02	31a4
fairy_ring.n.01	31a5
breast.n.03	31a6
loanblend.n.01	31a7
araceae.n.01	31a8
sanction.n.01	31a9
visa.n.01	31aa
impact.n.01	31ab
hawk.v.02	31ac
reduce.v.20	31ad
representational_process.n.01	31ae
neurogliacyte.n.01	31af
outmarch.v.01	31b0
time-out.n.01	31b1
diplomat.n.01	31b2
internuncio.n.01	31b3
nictitating_membrane.n.01	31b4
elaeagnaceae.n.01	31b5
umbelliferae.n.01	31b6
pastinaca.n.01	31b7
bombus.n.01	31b8
japanese_oak.n.01	31b9
bulb.n.01	31ba
translation.n.01	31bb
subtitle.n.01	31bc
interpret.v.01	31bd
educe.v.01	31be
lavishness.n.01	31bf
jacket.v.02	31c0
sedition.n.01	31c1
agency.n.02	31c2
ruta.n.01	31c3
retreat.n.02	31c4
misuse.n.01	31c5
substance_abuse.n.01	31c6
common_european_dogwood.n.01	31c7
show_the_door.v.01	31c8
ceftazidime.n.01	31c9
dicotyledones.n.01	31ca
represent.v.04	31cb
thatcherite.n.01	31cc
enforce.v.01	31cd
run.v.19	31ce
neofiber.n.01	31cf
caramelize.v.02	31d0
accomplishment.n.01	31d1
base_on_balls.n.01	31d2
tiger.n.02	31d3
sequence.n.02	31d4
rain.n.03	31d5
jumper_cable.n.01	31d6
fiduciary.n.01	31d7
trustee.n.01	31d8
palometa.n.01	31d9
boom.n.03	31da
yoke.v.02	31db
restrain.v.04	31dc
curb.v.03	31dd
convert.v.06	31de
suspect.v.01	31df
kenaf.n.02	31e0
comstock_mealybug.n.01	31e1
liparididae.n.01	31e2
snoop.n.01	31e3
fullerene.n.01	31e4
washer.n.01	31e5
microphone.n.01	31e6
metformin.n.01	31e7
crotalaria.n.01	31e8
finding.n.02	31e9
verdict.n.01	31ea
bean.n.03	31eb
use.n.01	31ec
fossilization.n.01	31ed
score.v.04	31ee
piperin.n.01	31ef
psocopterous_insect.n.01	31f0
heroin.n.01	31f1
big_h.n.01	31f2
strap.n.03	31f3
spot-check.v.01	31f4
snapdragon.n.01	31f5
decoy.v.01	31f6
vitamin.n.01	31f7
water-soluble_vitamin.n.01	31f8
prescription_drug.n.01	31f9
air_passage.n.01	31fa
ventilation_shaft.n.01	31fb
bottlenose_dolphin.n.01	31fc
deputy.n.04	31fd
iniquity.n.01	31fe
neutralize.v.01	31ff
probe.v.02	3200
military_quarters.n.01	3201
dining-room_attendant.n.01	3202
morel.n.01	3203
black_morel.n.01	3204
soy.n.04	3205
cowhide.v.01	3206
maltreatment.n.01	3207
cruelty.n.01	3208
heritiera.n.01	3209
dam.v.01	320a
lying.n.01	320b
fibbing.n.01	320c
chopper.n.02	320d
raoulia.n.01	320e
lap.v.03	320f
rusty_blackbird.n.01	3210
appoint.v.02	3211
fine_arts.n.01	3212
architecture.n.02	3213
dissemble.v.03	3214
animal_pigment.n.01	3215
melanin.n.01	3216
commodore.n.01	3217
hundredweight.n.03	3218
destabilization.n.01	3219
maniraptor.n.01	321a
masturbate.v.02	321b
scarf.v.01	321c
tilter.n.01	321d
president_of_the_united_states.n.01	321e
authenticity.n.01	321f
ptarmigan.n.01	3220
genus_scilla.n.01	3221
neophron.n.01	3222
rambutan.n.02	3223
seychellois.n.01	3224
ovibos.n.01	3225
yawn.v.01	3226
pick.n.07	3227
treachery.n.02	3228
new_world_flycatcher.n.01	3229
humanness.n.01	322a
collectivize.v.01	322b
radical.n.04	322c
vent.v.01	322d
musca.n.02	322e
troll.v.07	322f
rout_out.v.02	3230
fire-bellied_toad.n.01	3231
sacrament.n.01	3232
baptism.n.01	3233
count.n.01	3234
bathing.n.01	3235
conjunctivitis.n.01	3236
rumen.n.01	3237
poor_person.n.01	3238
vagrant.n.01	3239
smack.n.06	323a
executive.n.01	323b
corporate_executive.n.01	323c
firewater.n.01	323d
bring_up.v.03	323e
scarcity.n.01	323f
power_saw.n.01	3240
circular_saw.n.01	3241
wear_away.v.02	3242
eumetopias.n.01	3243
bulwark.v.01	3244
foreignness.n.01	3245
turn_out.v.04	3246
eventuate.v.01	3247
hymenaea.n.01	3248
ladybug.n.01	3249
vedalia.n.01	324a
paganize.v.01	324b
dictator.n.01	324c
defender.n.02	324d
unappetizingness.n.01	324e
flavorlessness.n.01	324f
beat.v.04	3250
prolactin.n.01	3251
mobilization.n.02	3252
dasyuridae.n.01	3253
radiate.v.03	3254
snivel.v.01	3255
eriogonum.n.01	3256
amphibole_group.n.01	3257
dissolve.v.01	3258
teashop.n.01	3259
tudor.n.01	325a
linguistic_process.n.01	325b
little_owl.n.01	325c
command.v.01	325d
officer.v.01	325e
pease_pudding.n.01	325f
meet.v.05	3260
satisfy.v.01	3261
filtration.n.02	3262
evidence.n.02	3263
attestation.n.02	3264
regeneration.n.03	3265
build_up.v.05	3266
lapidary.n.01	3267
milk_vetch.n.01	3268
aphidoidea.n.01	3269
particle_physics.n.01	326a
ametropia.n.01	326b
hyperopia.n.01	326c
robe.n.01	326d
net_melon.n.02	326e
article.n.01	326f
column.n.05	3270
elimination.n.01	3271
simplification.n.02	3272
lepiota.n.01	3273
putter.v.03	3274
suborn.v.01	3275
mujahidin.n.01	3276
blind.v.01	3277
dazzle.v.01	3278
great_white_shark.n.01	3279
shotgun.n.01	327a
lemon_balm.n.01	327b
intolerance.n.02	327c
narrow-mindedness.n.01	327d
clog.v.06	327e
thylacinus.n.01	327f
gatecrasher.n.01	3280
work.n.01	3281
mission.n.04	3282
dicksoniaceae.n.01	3283
alliance.n.03	3284
extern.n.01	3285
bearing.n.03	3286
phytelephas.n.01	3287
discovery.n.01	3288
detection.n.02	3289
calluna.n.01	328a
crop.n.01	328b
lobster.n.02	328c
cannabis.n.02	328d
pot.n.09	328e
gamut.n.01	328f
orientation.n.02	3290
position.n.03	3291
onion.n.02	3292
shallot.n.02	3293
appendix.n.02	3294
petitioner.n.01	3295
solicitor.n.01	3296
pay.v.01	3297
haliotis.n.01	3298
synchroscope.n.01	3299
increase.n.03	329a
relaxation.n.01	329b
gastroenteritis.n.01	329c
saw.n.02	329d
two-handed_saw.n.01	329e
grant.n.02	329f
regret.v.04	32a0
trill.n.01	32a1
neck.v.01	32a2
smooch.v.01	32a3
banteng.n.01	32a4
freight.n.02	32a5
kick.v.07	32a6
normalize.v.02	32a7
poll.v.04	32a8
ruin.v.06	32a9
mass.n.01	32aa
monardella.n.01	32ab
contaminate.v.02	32ac
parodist.n.01	32ad
caricaturist.n.01	32ae
adult_body.n.01	32af
adult_male_body.n.01	32b0
shoal.n.02	32b1
evening_primrose.n.01	32b2
indispose.v.03	32b3
myrtle_warbler.n.01	32b4
random-access_memory.n.01	32b5
tolypeutes.n.01	32b6
spray.v.01	32b7
seduce.v.01	32b8
eared_seal.n.01	32b9
sea_lion.n.01	32ba
courtesy.n.03	32bb
graciousness.n.01	32bc
cooling_system.n.01	32bd
sourness.n.02	32be
justification.n.02	32bf
actias.n.01	32c0
romance.n.03	32c1
italian.n.02	32c2
fortification.n.01	32c3
navigational_system.n.01	32c4
neutral.n.01	32c5
hazardia.n.01	32c6
cannibalize.v.02	32c7
stimulate.v.03	32c8
hydrogen_bomb.n.01	32c9
imply.v.01	32ca
rider.n.01	32cb
horseman.n.01	32cc
engage.v.07	32cd
award.v.01	32ce
confer.v.02	32cf
mutant.n.02	32d0
atenolol.n.01	32d1
ledger.n.01	32d2
brachycome.n.01	32d3
cupressaceae.n.01	32d4
rain_dance.n.01	32d5
flower.n.02	32d6
inflorescence.n.02	32d7
marrow.n.02	32d8
corvine_bird.n.01	32d9
raven.n.01	32da
darky.n.01	32db
bead.v.02	32dc
reading.n.08	32dd
being.n.01	32de
presence.n.01	32df
young_buck.n.01	32e0
plug.v.05	32e1
costume.n.01	32e2
formicidae.n.01	32e3
reptile.n.01	32e4
microcephaly.n.01	32e5
basophil.n.01	32e6
satureja.n.01	32e7
hammer.n.08	32e8
lengthiness.n.02	32e9
conspiracy.n.01	32ea
rhubarb.n.02	32eb
pie_plant.n.01	32ec
leg_exercise.n.01	32ed
knee_bend.n.01	32ee
lepisosteus.n.01	32ef
salesperson.n.01	32f0
deprive.v.01	32f1
orphan.v.01	32f2
run.n.13	32f3
table_game.n.01	32f4
billiards.n.01	32f5
force.v.08	32f6
negaprion.n.01	32f7
subfigure.n.01	32f8
branch.n.03	32f9
pound.v.06	32fa
deaden.v.06	32fb
gangrene.n.01	32fc
dry_gangrene.n.01	32fd
steep.v.02	32fe
marinade.v.01	32ff
kitchen.n.01	3300
card_game.n.01	3301
michigan.n.03	3302
gooseberry.n.01	3303
wincey.n.01	3304
plantain.n.03	3305
poetry.n.01	3306
ajuga.n.01	3307
wordbook.n.01	3308
glossary.n.01	3309
mosaic.n.01	330a
universe.n.01	330b
work_force.n.01	330c
pen_up.v.01	330d
christmas_fern.n.01	330e
killer_whale.n.01	330f
practice.n.05	3310
avenger.n.01	3311
understand.v.02	3312
perceive.v.02	3313
hashish.n.01	3314
crab_cactus.n.01	3315
march.n.02	3316
countermarch.n.01	3317
entity.n.01	3318
act.n.04	3319
ground_cherry.n.01	331a
tomatillo.n.01	331b
dermatoglyphic.n.01	331c
nursery.n.01	331d
slip.n.07	331e
spill.n.04	331f
morphology.n.03	3320
cleaver.n.01	3321
false_nettle.n.01	3322
ramie.n.01	3323
sea_anemone.n.01	3324
actinia.n.02	3325
doubt.n.02	3326
anagallis.n.01	3327
mot_juste.n.01	3328
crowbar.n.01	3329
thermogravimetry.n.01	332a
interposition.n.02	332b
colicroot.n.01	332c
perfection.n.01	332d
polish.n.02	332e
bodybuilder.n.01	332f
sweet_flag.n.01	3330
protozoal_infection.n.01	3331
leishmaniasis.n.01	3332
straddle.n.03	3333
new_world_goldfinch.n.01	3334
fetterbush.n.01	3335
lacewing.n.01	3336
primus_stove.n.01	3337
bethink.v.02	3338
wahhabism.n.01	3339
box.n.01	333a
tarsioidea.n.01	333b
butyl_nitrite.n.01	333c
acquittance.n.01	333d
cutaneous_leishmaniasis.n.01	333e
vanish.v.05	333f
nonaccomplishment.n.01	3340
sophisticate.v.01	3341
emulsion.n.02	3342
puppeteer.n.01	3343
archipelago.n.01	3344
essentiality.n.01	3345
fusion.n.07	3346
mitigate.v.02	3347
starting_pitcher.n.01	3348
consortium.n.01	3349
bore_bit.n.01	334a
federal_aviation_agency.n.01	334b
polemonium.n.01	334c
zigadenus.n.01	334d
carangidae.n.01	334e
genus_mutisia.n.01	334f
singing_voice.n.01	3350
affability.n.01	3351
mellowness.n.05	3352
conformity.n.02	3353
keeping.n.01	3354
betroth.v.01	3355
white_lettuce.n.01	3356
beer.n.01	3357
tinter.n.01	3358
char.n.03	3359
hazel.n.01	335a
patriarchy.n.01	335b
catch_on.v.01	335c
buff.v.02	335d
silence.n.02	335e
hush.n.01	335f
cook.v.01	3360
sheath.n.02	3361
narrow.n.01	3362
wrapping.n.01	3363
conveyance.n.01	3364
fallacy.n.01	3365
pilot.n.01	3366
captain.n.06	3367
court.n.04	3368
schefflera.n.01	3369
conge.n.03	336a
displace.v.01	336b
transplant.v.01	336c
superordinate.v.01	336d
ancestry.n.02	336e
origin.n.02	336f
bloomers.n.01	3370
headache.n.02	3371
french.n.02	3372
formalism.n.02	3373
accelerator.n.04	3374
collider.n.01	3375
dewberry.n.01	3376
macule.n.01	3377
freckle.n.01	3378
appeal.v.01	3379
charge.n.03	337a
urbanize.v.02	337b
fund.v.03	337c
remover.n.02	337d
parasitic_plant.n.01	337e
alyssum.n.02	337f
mass_unit.n.01	3380
weather.v.04	3381
shallow.v.01	3382
burn.v.03	3383
scorch.v.02	3384
castanopsis.n.01	3385
ytterbium.n.01	3386
mobile_home.n.01	3387
counter.n.03	3388
trinketry.n.01	3389
marine_mussel.n.01	338a
rotation.n.04	338b
polypore.n.01	338c
albatrellus_ovinus.n.01	338d
podocarpaceae.n.01	338e
scombroid.n.01	338f
bonito.n.02	3390
accusation.n.01	3391
lass.n.01	3392
scandal.n.02	3393
hash_out.v.01	3394
debate.v.03	3395
humaneness.n.01	3396
rotary_engine.n.01	3397
turbine.n.01	3398
layia.n.01	3399
democrat.n.02	339a
about-face.n.02	339b
caliper.n.01	339c
audiotape.n.01	339d
dimocarpus.n.01	339e
personality_disorder.n.01	339f
tinge.v.01	33a0
decimate.v.01	33a1
divisor.n.02	33a2
huitre.n.01	33a3
protium.n.01	33a4
convection.n.02	33a5
vouch.v.01	33a6
paw.v.02	33a7
computerized_tomography.n.01	33a8
expansion.n.02	33a9
origin.n.03	33aa
emanation.n.03	33ab
artistic_movement.n.01	33ac
anser.n.01	33ad
sportscast.v.01	33ae
memorial.n.03	33af
migrator.n.02	33b0
renter.n.02	33b1
demonstration.n.03	33b2
circulate.v.04	33b3
air_terminal.n.01	33b4
sadness.n.02	33b5
mourning.n.01	33b6
inherit.v.01	33b7
chaetognatha.n.01	33b8
energy.n.04	33b9
insemination.n.02	33ba
network.n.01	33bb
reticulum.n.02	33bc
key_palm.n.01	33bd
hydroxide.n.01	33be
aluminum_hydroxide.n.01	33bf
prevision.n.03	33c0
motor_fiber.n.01	33c1
drag_up.v.01	33c2
interaction.n.01	33c3
bench.n.01	33c4
penalty_box.n.01	33c5
drugstore.n.01	33c6
dioxide.n.01	33c7
vapor.n.01	33c8
steam.n.01	33c9
fungus_gnat.n.02	33ca
avocado.n.01	33cb
plant_toxin.n.01	33cc
nicotine.n.01	33cd
compositae.n.01	33ce
alpha_blocker.n.01	33cf
accent.n.01	33d0
shower.n.03	33d1
scattering.n.03	33d2
disinfectant.n.01	33d3
elephas.n.01	33d4
cacicus.n.01	33d5
nozzle.n.01	33d6
centime.n.01	33d7
declination.n.04	33d8
segment.n.02	33d9
pique.n.02	33da
trademark.n.02	33db
