form_of_government	1
0gtxj2q	16d6
04yywz	16d7
03_x5t	16d8
03phtz	16d9
08jfkw	16da
06r2h	16db
0dzlk	16dc
09v3jyg	16dd
01nr36	16de
04t7ts	16df
03jjzf	16e0
02mc79	16e1
0h2zvzr	16e2
09r_wb	16e3
02p21g	16e4
03f1d47	16e5
017n9	16e6
06qgjh	16e7
03n6r	16e8
044ptm	16e9
02_j8x	16ea
01fyzy	16eb
01d1yr	16ec
01mylz	16ed
016kb7	16ee
0gmgwnv	16ef
06r2_	16f0
01yf85	16f1
0gyfp9c	16f2
01k7b0	16f3
03d8jd1	16f4
029_3	16f5
03dq9	16f6
04h6mm	16f7
01kf5lf	16f8
06kl0k	16f9
0f2c8g	16fa
025ts_z	16fb
06lj1m	16fc
0bykpk	16fd
07p12s	16fe
01vswx5	16ff
09qr6	1700
0kb07	1701
0dh1n_	1702
02rrfzf	1703
02hy9p	1704
02v570	1705
0ddbjy4	1706
02vqsll	1707
029_l	1708
0pd57	1709
044bn	170a
046lt	170b
06z8gn	170c
01z0rcq	170d
01fdc0	170e
078g3l	170f
02_fj	1710
034zc0	1711
01fh9	1712
033_1p	1713
02qx5h	1714
0h1q6	1715
0m5s5	1716
01xvjb	1717
0gzlb9	1718
0164qt	1719
015vq_	171a
026lgs	171b
09nhvw	171c
01337_	171d
08c6k9	171e
03gyvwg	171f
02vw1w2	1720
06crng	1721
014488	1722
0gwgn1k	1723
03m2fg	1724
01wk51	1725
0p9gg	1726
08c9b0	1727
0g9yrw	1728
01yznp	1729
054k_8	172a
0btyl	172b
02gqm3	172c
0517bc	172d
0bwfwpj	172e
06wbm8q	172f
03qmj9	1730
015bpl	1731
02ny6g	1732
01d5vk	1733
063b4k	1734
01vvybv	1735
0jqp3	1736
01xllf	1737
0d9kl	1738
03bdkd	1739
039xcr	173a
0c1j_	173b
01w5jwb	173c
01s9ftn	173d
0b_4z	173e
01twdk	173f
0fs9jn	1740
04bdpf	1741
0cmdwwg	1742
0gxtknx	1743
0dll_t2	1744
0n6f8	1745
013zs9	1746
04zn7g	1747
0m2wm	1748
0mbql	1749
04y9dk	174a
0f2df	174b
0j43swk	174c
02t_w8	174d
076689	174e
02pb2bp	174f
01rnpy	1750
027km64	1751
0421st	1752
05wm88	1753
014lc_	1754
02b61v	1755
03d63lb	1756
019vgs	1757
05kfs	1758
01pjr7	1759
03kxdw	175a
0c2tf	175b
062ftr	175c
0j6cj	175d
01kf4tt	175e
01x0yrt	175f
0gys2jp	1760
0202p_	1761
019l3m	1762
0dscrwf	1763
0bl60p	1764
041ly3	1765
015lhm	1766
015npr	1767
022q4j	1768
0gvt53w	1769
016z68	176a
047sxrj	176b
0gz6b6g	176c
02l101	176d
0320jz	176e
0hwqz	176f
03cn92	1770
03rg2b	1771
04cbbz	1772
012xdf	1773
02m3sd	1774
025twgt	1775
012j8z	1776
03b0q4	1777
08vpjv	1778
021mlp	1779
022qw7	177a
02p59ry	177b
02fybl	177c
01kt17	177d
015wc0	177e
02z9rr	177f
03xx9l	1780
045c66	1781
01k6nm	1782
01xcqc	1783
01w02sy	1784
0cn_b8	1785
012s5j	1786
0h1m9	1787
0mb5x	1788
04yt7	1789
0ckrgs	178a
05d1dy	178b
03tdlh	178c
0lfbm	178d
01j5sd	178e
03d_zl4	178f
03fvqg	1790
02pb53	1791
05z7c	1792
05xpv	1793
0h3k3f	1794
072192	1795
0gyv0b4	1796
0bxy67	1797
027hq5f	1798
0136pk	1799
07y9w5	179a
01ty7ll	179b
01h8f	179c
0c12h	179d
0ddfph	179e
0333wf	179f
0ly5n	17a0
09qh1	17a1
01pcrw	17a2
0gt1k	17a3
08k1lz	17a4
01vrx3g	17a5
026670	17a6
063_t	17a7
0hpz8	17a8
0g57wgv	17a9
02xtxw	17aa
05vc35	17ab
01d0b1	17ac
015vql	17ad
012j5h	17ae
099bhp	17af
0h953	17b0
0cgfb	17b1
0j80w	17b2
02g0mx	17b3
0408np	17b4
01vn35l	17b5
03mg35	17b6
01mqnr	17b7
05t0zfv	17b8
02wgk1	17b9
028mc6	17ba
07g2v	17bb
020l9r	17bc
02x08c	17bd
014zn0	17be
01nr63	17bf
01pvxl	17c0
06s7rd	17c1
016dp0	17c2
01h4rj	17c3
03f02ct	17c4
03j0br4	17c5
01cwkq	17c6
02mjf2	17c7
08gsvw	17c8
0dnkmq	17c9
020x5r	17ca
044prt	17cb
027bs_2	17cc
02lj6p	17cd
0f0p0	17ce
01f5q5	17cf
0djtky	17d0
01cyjx	17d1
05hdf	17d2
0k_mt	17d3
024l2y	17d4
03r0g9	17d5
025p38	17d6
0cks1m	17d7
02tk74	17d8
08664q	17d9
02_01w	17da
01p0vf	17db
0fbx6	17dc
01zp33	17dd
08433	17de
01v80y	17df
0q9t7	17e0
059lwy	17e1
01yd8v	17e2
03h8_g	17e3
0427y	17e4
02x3y41	17e5
05d7rk	17e6
02rb84n	17e7
01mqz0	17e8
01_vfy	17e9
09g0h	17ea
07nznf	17eb
02wyc0	17ec
013rds	17ed
01jfr3y	17ee
0d_skg	17ef
04znsy	17f0
04yyhw	17f1
0hqly	17f2
01xwv7	17f3
02wmbg	17f4
017g2y	17f5
022g44	17f6
016qtt	17f7
04fcx7	17f8
0gtt5fb	17f9
0crc2cp	17fa
0hhggmy	17fb
02l0xc	17fc
03mr85	17fd
0x3n	17fe
014kg4	17ff
0946bb	1800
0bqs56	1801
014q2g	1802
043cl9	1803
06d6y	1804
03xx3m	1805
0ds1glg	1806
01q7cb_	1807
0mbw0	1808
01r4zfk	1809
05hrq4	180a
04n_g	180b
01n44c	180c
036qs_	180d
02byfd	180e
02z1yj	180f
0161c2	1810
01yzhn	1811
049qx	1812
0hfml	1813
0j90s	1814
02h3tp	1815
06g4l	1816
06mn7	1817
02qr69m	1818
03lgg	1819
070px	181a
0gfsq9	181b
06nsb9	181c
0286gm1	181d
0l786	181e
0456xp	181f
012ykt	1820
031bf1	1821
017l4	1822
04pf4r	1823
087z12	1824
04kwbt	1825
0l8v5	1826
0j5q3	1827
04wddl	1828
0gmblvq	1829
0436zq	182a
03fwln	182b
0mm1q	182c
0dq9wx	182d
02mz_6	182e
0bm2x	182f
04bgy	1830
01vsqvs	1831
01gbbz	1832
04z542	1833
0cb1ky	1834
05whq_9	1835
03c5bz	1836
0bl5c	1837
0152cw	1838
04n32	1839
01x72k	183a
0ktx_	183b
02cvp8	183c
0h63gl9	183d
0ccck7	183e
04353	183f
01lqf49	1840
03tf_h	1841
0fztbq	1842
0mbhr	1843
02t__l	1844
05v45k	1845
01fxck	1846
0qf3p	1847
0gtvrv3	1848
05qtcv	1849
023p33	184a
07ftc0	184b
026c0p	184c
0bh8tgs	184d
016ksk	184e
03bdm4	184f
0432b	1850
061zc_	1851
01sfmyk	1852
03bggl	1853
0gthm	1854
01pgk0	1855
018_lb	1856
04f7c55	1857
0kxf1	1858
099d4	1859
01wzs_q	185a
0bj25	185b
02cj_f	185c
03c6v3	185d
054c1	185e
06wvfq	185f
0fpj4lx	1860
02qyv3h	1861
0151xv	1862
01gvyp	1863
01l3j	1864
01nbq4	1865
0gqrb	1866
0dr_9t7	1867
02x02kb	1868
036c_0	1869
01wqflx	186a
05z_p6	186b
01vs14j	186c
0bvls5	186d
0bqdvt	186e
01385g	186f
028pzq	1870
0m0nq	1871
01vtg4q	1872
01dbhb	1873
032nl2	1874
014knw	1875
01_f_5	1876
0gpmp	1877
0bqvs2	1878
0bh72t	1879
02p5hf	187a
0f5zj6	187b
025twgf	187c
02qhm3	187d
012vf6	187e
0cpjgj	187f
03k1vm	1880
01vsy9_	1881
0cqt90	1882
09p06	1883
06r3p2	1884
01syr4	1885
04cr6qv	1886
0m_h6	1887
015gsv	1888
0ckr7s	1889
011lpr	188a
0cgbf	188b
015qyf	188c
02c_wc	188d
0g9wdmc	188e
0dnw1	188f
06_6j3	1890
0jw67	1891
02bc74	1892
020trj	1893
06w2sn5	1894
023w9s	1895
01whg97	1896
0fg_hg	1897
0ck91	1898
036jb	1899
0gt3p	189a
06f_qn	189b
03kts	189c
01797x	189d
05_zc7	189e
01wmjkb	189f
0bymv	18a0
013zyw	18a1
02n1p5	18a2
01vtqml	18a3
05slvm	18a4
029jt9	18a5
01qklj	18a6
01w5gg6	18a7
02r0st6	18a8
0kbg6	18a9
058nh2	18aa
06rgq	18ab
018y2s	18ac
08cn_n	18ad
01kgg9	18ae
07rn0z	18af
025_ql1	18b0
01v3bn	18b1
0dfjb8	18b2
05wp1p	18b3
01mbwlb	18b4
013bd1	18b5
01x1cn2	18b6
02nfjp	18b7
0mdyn	18b8
03_fk9	18b9
0ckm4x	18ba
01mh8zn	18bb
01p1z_	18bc
05m63c	18bd
011hdn	18be
01vvyd8	18bf
027r0_f	18c0
054_mz	18c1
04c636	18c2
015nvj	18c3
02t1wn	18c4
02_t2t	18c5
01x4r3	18c6
02wd48	18c7
0cwtm	18c8
08ct6	18c9
049468	18ca
0gvvm6l	18cb
01tl50z	18cc
0czkbt	18cd
0277c3	18ce
034bgm	18cf
03h502k	18d0
03xnq9_	18d1
031zkw	18d2
04gycf	18d3
033p3_	18d4
02ctyy	18d5
01sbhvd	18d6
02xp18	18d7
03xl77	18d8
0j3d9tn	18d9
0dn44	18da
03dbds	18db
05dfy_	18dc
01wbsdz	18dd
01k_0fp	18de
081hvm	18df
03d9v8	18e0
0cq8nx	18e1
07tvwy	18e2
0276g40	18e3
01mwsnc	18e4
09n70c	18e5
film	18e6
award	18e7
09sdmz	18e8
05f4m9q	18e9
02ppm4q	18ea
04kxsb	18eb
02g2wv	18ec
0p9sw	18ed
0f4x7	18ee
0gr4k	18ef
0gr0m	18f0
02rdyk7	18f1
09qj50	18f2
02y_rq5	18f3
019f4v	18f4
03hl6lc	18f5
0gs9p	18f6
02hsq3m	18f7
09v51c2	18f8
099tbz	18f9
0gqy2	18fa
05q8pss	18fb
027dtxw	18fc
03c7tr1	18fd
02n9nmz	18fe
099jhq	18ff
02x201b	1900
02r0csl	1901
099ck7	1902
063y_ky	1903
09tqxt	1904
0gr51	1905
02qvyrt	1906
05p09zm	1907
09qv_s	1908
05b1610	1909
02x258x	190a
0k611	190b
05p1dby	190c
0gqwc	190d
07kjk7c	190e
02x2gy0	190f
02x8n1n	1910
03hkv_r	1911
02r22gf	1912
099t8j	1913
02z0dfh	1914
04ljl_l	1915
0gqng	1916
094qd5	1917
099c8n	1918
03ccq3s	1919
0f_nbyh	191a
054krc	191b
0gs96	191c
025m98	191d
0gq9h	191e
0fhpv4	191f
04dn09n	1920
02pqp12	1921
05ztrmj	1922
09sb52	1923
02rdxsh	1924
0hnf5vm	1925
0gr42	1926
0fq9zdn	1927
0gqyl	1928
02qyntr	1929
09qv3c	192a
02qyxs5	192b
02w9sd7	192c
05ztjjw	192d
018wdw	192e
02g3v6	192f
040njc	1930
0gq_v	1931
05zvq6g	1932
04ldyx1	1933
02qwzkm	1934
02x1dht	1935
09qwmm	1936
0bfvw2	1937
02x1z2s	1938
09qrn4	1939
03r8tl	193a
09v92_x	193b
05q5t0b	193c
02x73k6	193d
02x4w6g	193e
0cqgl9	193f
05pcn59	1940
02x4wr9	1941
0789r6	1942
02x17s4	1943
0cqhb3	1944
0fbvqf	1945
0279c15	1946
0bdwft	1947
0bdx29	1948
0gqxm	1949
0fbtbt	194a
02qsfzv	194b
0gqzz	194c
0l8z1	194d
0fms83	194e
02qyp19	194f
0262s1	1950
02qt02v	1951
09td7p	1952
03hj5vf	1953
09qvf4	1954
0bp_b2	1955
02x4sn8	1956
0bdw1g	1957
0fm3b5	1958
047sgz4	1959
02q1tc5	195a
09v4bym	195b
0641kkh	195c
027gs1_	195d
07bdd_	195e
0274v0r	195f
07cbcy	1960
05zvj3m	1961
09qs08	1962
02qysm0	1963
0cqh46	1964
02qrwjt	1965
02pzz3p	1966
099cng	1967
02qwdhq	1968
027c924	1969
027b9k6	196a
05zr6wv	196b
04z_x4v	196c
09v478h	196d
03m73lj	196e
057xs89	196f
0cbl95	1970
05b4l5x	1971
02p_04b	1972
0fq9zdv	1973
02_3zj	1974
09v82c0	1975
054knh	1976
0bfvd4	1977
02pzxlw	1978
0cqhmg	1979
0ck27z	197a
03rbj2	197b
02g2yr	197c
099flj	197d
02x4x18	197e
0ph24	197f
0gkvb7	1980
0gkts9	1981
0h3vhfb	1982
0b6jkkg	1983
0cjyzs	1984
09ly2r6	1985
0cqh6z	1986
02z1nbg	1987
02wkmx	1988
02xj3rw	1989
03qgjwc	198a
0cqhk0	198b
0j298t8	198c
027qq9b	198d
0gkr9q	198e
0fc9js	198f
04g2jz2	1990
07kfzsg	1991
0b6k___	1992
02p_7cr	1993
02py_sj	1994
0g9zljd	1995
02xcb6n	1996
02pz3j5	1997
027986c	1998
01b65l	1999
026mmy	199a
0cjcbg	199b
0hr41p6	199c
09qvc0	199d
025m8l	199e
099vwn	199f
0776drd	19a0
026mg3	19a1
0bdw6t	19a2
09v0wy2	19a3
0c422z4	19a4
09v8db5	19a5
0gcrg	19a6
0gvx_	19a7
0fq9zcx	19a8
09v7wsg	19a9
0drtkx	19aa
02qrbbx	19ab
054ks3	19ac
011z3g	19ad
01c9dd	19ae
02vm9nd	19af
0gq6s3	19b0
076xkdz	19b1
02x0gk1	19b2
0fm3kw	19b3
05zrvfd	19b4
0j8f09z	19b5
0bdwqv	19b6
02g3gw	19b7
0cc8l6d	19b8
0581vn8	19b9
04zx08r	19ba
0gqz2	19bb
07z2lx	19bc
09d28z	19bd
05zx7xk	19be
0czp_	19bf
03y8cbv	19c0
027c95y	19c1
0fm3nb	19c2
09cm54	19c3
04fgkf_	19c4
027cyf7	19c5
02v1m7	19c6
047byns	19c7
02g3ft	19c8
09v1lrz	19c9
02y_j8g	19ca
0dgr5xp	19cb
0fdtd7	19cc
09cn0c	19cd
07h0cl	19ce
05zkcn5	19cf
02sp_v	19d0
04fgzb0	19d1
027b9ly	19d2
027571b	19d3
027b9j5	19d4
025m8y	19d5
02z13jg	19d6
03r8v_	19d7
02wypbh	19d8
01c99j	19d9
05p6ppv	19da
0fm3h2	19db
0dgshf6	19dc
0g_w	19dd
02w_6xj	19de
04jhhng	19df
05h5nb8	19e0
07t_l23	19e1
0g5qmbz	19e2
06g60w	19e3
07bz5	19e4
06196	19e5
02rq7nd	19e6
0fqpg6b	19e7
0h53c_5	19e8
0fqnzts	19e9
nominated_for	19ea
member	19eb
0_2v	19ec
0b6css	19ed
07t65	19ee
01prf3	19ef
02_l9	19f0
0pf3k	19f1
04k4l	19f2
04hhv	19f3
041288	19f4
02vk52z	19f5
0gkjy	19f6
019pcs	19f7
01rz1	19f8
042q3	19f9
05cc1	19fa
0j7v_	19fb
02jxk	19fc
04gzd	19fd
077qn	19fe
06mzp	19ff
04w4s	1a00
09bg4l	1a01
01mjq	1a02
01hdht	1a03
034h1h	1a04
0bwfn	1a05
0ky1	1a06
04vs9	1a07
015q1n	1a08
0193qj	1a09
05vz3zq	1a0a
01r3kd	1a0b
02cttt	1a0c
059ss	1a0d
02sjgpq	1a0e
0cyhq	1a0f
02hcxm	1a10
01lwx	1a11
03s9v	1a12
04v3q	1a13
0187nd	1a14
02wt0	1a15
018cqq	1a16
04gqr	1a17
088q4	1a18
034rd	1a19
0166v	1a1a
04w8f	1a1b
03mbdx_	1a1c
03_c8p	1a1d
0dzst	1a1e
03gj2	1a1f
019fz	1a20
01n6c	1a21
01znc_	1a22
0160nk	1a23
03h2c	1a24
01qd_r	1a25
0697s	1a26
02vzc	1a27
04vjh	1a28
027nb	1a29
0hqgp	1a2a
04sj3	1a2b
03rj0	1a2c
085h1	1a2d
06nnj	1a2e
01hjy5	1a2f
07wjk	1a30
06t8v	1a31
05g9h	1a32
099bk	1a33
0bx8pn	1a34
0tfc	1a35
0h336	1a36
0h7x	1a37
09kvv	1a38
04g5k	1a39
0kz2w	1a3a
047t_	1a3b
06npd	1a3c
059dn	1a3d
07wrz	1a3e
04m8fy	1a3f
05zl0	1a40
0hmyfsv	1a41
083pr	1a42
02z_b	1a43
03lb_v	1a44
014635	1a45
01pq4w	1a46
06sff	1a47
0bjv6	1a48
07tds	1a49
0d06m5	1a4a
05x_5	1a4b
0b22w	1a4c
07w0v	1a4d
07ym0	1a4e
0cv_2	1a4f
0jdd	1a50
07hyk	1a51
06pwq	1a52
04rwx	1a53
081t6	1a54
07vfj	1a55
06nvzg	1a56
03v6t	1a57
0c5x_	1a58
01crd5	1a59
082db	1a5a
04411	1a5b
052nd	1a5c
07ccs	1a5d
0mj0c	1a5e
078bz	1a5f
03h_yfh	1a60
01j_cy	1a61
01qrb2	1a62
087vz	1a63
06fq2	1a64
01rhrd	1a65
0ks67	1a66
065y4w7	1a67
07vyf	1a68
03pn9	1a69
07vht	1a6a
04hgpt	1a6b
0bdlj	1a6c
0g2jl	1a6d
07szy	1a6e
0rlz	1a6f
045c7b	1a70
0g8rj	1a71
0l99s	1a72
0n00	1a73
0cwx_	1a74
01p5xy	1a75
0mgkg	1a76
02zd460	1a77
06kb_	1a78
07vjm	1a79
03f2w	1a7a
08815	1a7b
03ksy	1a7c
0cm03	1a7d
01w5m	1a7e
05krk	1a7f
017j69	1a80
01tdnyh	1a81
01l8t8	1a82
01bm_	1a83
01rdm0	1a84
0j_sncb	1a85
01n6r0	1a86
01f1r4	1a87
07cbs	1a88
01j_9c	1a89
0jcx	1a8a
02vnp2	1a8b
025v3k	1a8c
01h3dj	1a8d
01w3v	1a8e
09f2j	1a8f
0bqxw	1a90
01jssp	1a91
07t90	1a92
015g1w	1a93
05fg2	1a94
0x3r3	1a95
award_nominee	1a96
03f19q4	1a97
01wgxtl	1a98
01w9k25	1a99
01wyy_	1a9a
087v17	1a9b
070bjw	1a9c
089kpp	1a9d
01mkn_d	1a9e
04135	1a9f
06zd1c	1aa0
0b7gr2	1aa1
02xnjd	1aa2
03xsby	1aa3
0584j4n	1aa4
047cqr	1aa5
02lf0c	1aa6
0c00lh	1aa7
01wlt3k	1aa8
074qgb	1aa9
0h5f5n	1aaa
04xn2m	1aab
01pr6q7	1aac
03q2t9	1aad
0kvsb	1aae
03xpf_7	1aaf
07_s4b	1ab0
03csqj4	1ab1
027vps	1ab2
06mm1x	1ab3
01pp3p	1ab4
02bxjp	1ab5
049l7	1ab6
027j79k	1ab7
04511f	1ab8
01rlxt	1ab9
06r_by	1aba
01q32bd	1abb
043q6n_	1abc
0c4qzm	1abd
03gyh_z	1abe
04_1nk	1abf
046mxj	1ac0
08qmfm	1ac1
0m2l9	1ac2
051y1hd	1ac3
0521d_3	1ac4
0qf11	1ac5
02l5rm	1ac6
01795t	1ac7
020h2v	1ac8
03g5_y	1ac9
0523v5y	1aca
051x52f	1acb
01kwlwp	1acc
0ffgh	1acd
01pw9v	1ace
08nz99	1acf
01mskc3	1ad0
0bs1g5r	1ad1
051ysmf	1ad2
07_grx	1ad3
0dbc1s	1ad4
01yzl2	1ad5
01nhkxp	1ad6
01k_n63	1ad7
031rx9	1ad8
014g9y	1ad9
03g5jw	1ada
0cbm64	1adb
03f3yfj	1adc
04h68j	1add
0b05xm	1ade
03xpfzg	1adf
01w61th	1ae0
0b80__	1ae1
0d9_96	1ae2
0fz27v	1ae3
05cljf	1ae4
08xwck	1ae5
08ff1k	1ae6
015_30	1ae7
03zrp	1ae8
09z1lg	1ae9
0fxky3	1aea
033wx9	1aeb
03qncl3	1aec
01lw3kh	1aed
0b2_xp	1aee
01t6b4	1aef
0cv9fc	1af0
0721cy	1af1
0840vq	1af2
016sqs	1af3
0168cl	1af4
035sc2	1af5
02bgmr	1af6
0565cz	1af7
0hskw	1af8
03772	1af9
030155	1afa
0m_31	1afb
04g_wd	1afc
07db6x	1afd
02bwc7	1afe
019n7x	1aff
02qzjj	1b00
01ycck	1b01
01vt5c_	1b02
0162c8	1b03
01vw20_	1b04
0jf1b	1b05
03j3pg9	1b06
01xzb6	1b07
01s7ns	1b08
0fq117k	1b09
03v40v	1b0a
01my_c	1b0b
01wg982	1b0c
03h40_7	1b0d
012vct	1b0e
04mx__	1b0f
01pcmd	1b10
05b5_tj	1b11
05b4rcb	1b12
03jm6c	1b13
01vswwx	1b14
0phx4	1b15
0kvrb	1b16
096hm	1b17
034hck	1b18
01wwnh2	1b19
0338lq	1b1a
0gfmc_	1b1b
02vwckw	1b1c
01qmy04	1b1d
01m5m5b	1b1e
06cv1	1b1f
0163m1	1b20
0gls4q_	1b21
02r3zy	1b22
0184dt	1b23
04hw4b	1b24
02hfp_	1b25
01dwrc	1b26
01n8gr	1b27
05zrx3v	1b28
06dl_	1b29
05qhnq	1b2a
03fbc	1b2b
019f9z	1b2c
06y0xx	1b2d
01q415	1b2e
015bwt	1b2f
05233hy	1b30
032j_n	1b31
0gs5q	1b32
061y4q	1b33
0kft	1b34
07s6tbm	1b35
03cs_xw	1b36
016ppr	1b37
01r4hry	1b38
0jn5l	1b39
0dt1cm	1b3a
095zvfg	1b3b
01v40wd	1b3c
02rybfn	1b3d
028qyn	1b3e
05y5fw	1b3f
0564mx	1b40
03wh95l	1b41
01gzm2	1b42
03nk3t	1b43
06hzsx	1b44
09cdxn	1b45
0d500h	1b46
012t1	1b47
042l3v	1b48
01p6xx	1b49
0207wx	1b4a
02kv5k	1b4b
0dvqq	1b4c
01wj5hp	1b4d
0284n42	1b4e
094tsh6	1b4f
09p0q	1b50
0c41qv	1b51
03cs_z7	1b52
01vvzb1	1b53
01yndb	1b54
025jfl	1b55
03m49ly	1b56
02k5sc	1b57
0fvt2	1b58
05cv94	1b59
081nh	1b5a
01c6l	1b5b
01wzlxj	1b5c
03d1y3	1b5d
013423	1b5e
03h610	1b5f
08d9z7	1b60
09lwrt	1b61
03d9d6	1b62
021lby	1b63
053ksp	1b64
013tcv	1b65
01zlh5	1b66
09qc1	1b67
05d8vw	1b68
016lmg	1b69
01vz80y	1b6a
03rx9	1b6b
03hpr	1b6c
07pzc	1b6d
03qcq	1b6e
0bq4j6	1b6f
025xt8y	1b70
01w8sf	1b71
05728w1	1b72
01zkxv	1b73
01g6bk	1b74
0bkf4	1b75
01vn0t_	1b76
040rjq	1b77
027hm_	1b78
03mz9r	1b79
0133x7	1b7a
07d3x	1b7b
05jm7	1b7c
016t00	1b7d
02404v	1b7e
069_0y	1b7f
0flpy	1b80
025hzx	1b81
01vrx35	1b82
034qt_	1b83
09jm8	1b84
02vtnf	1b85
0q59y	1b86
02z6l5f	1b87
057dxsg	1b88
077rj	1b89
02w670	1b8a
01wd3l	1b8b
03975z	1b8c
03f0qd7	1b8d
0kk9v	1b8e
01cspq	1b8f
016bx2	1b90
0181hw	1b91
01jfnvd	1b92
037d35	1b93
01p0w_	1b94
016nvh	1b95
01_k71	1b96
01pbxb	1b97
081_zm	1b98
0b_c7	1b99
042kbj	1b9a
0fb0v	1b9b
01wbl_r	1b9c
0473q	1b9d
0fqy4p	1b9e
037hgm	1b9f
02q6cv4	1ba0
02b29	1ba1
04qzm	1ba2
0dqmt0	1ba3
07mb57	1ba4
04qvl7	1ba5
02r5w9	1ba6
030s5g	1ba7
04rvy8	1ba8
0jgwf	1ba9
0jz9f	1baa
05bxwh	1bab
01dq9q	1bac
01vz0g4	1bad
01304j	1bae
0bm9xk	1baf
024rdh	1bb0
079hvk	1bb1
08t7nz	1bb2
057xn_m	1bb3
0gv40	1bb4
054lpb6	1bb5
01dzz7	1bb6
0821j	1bb7
01fxfk	1bb8
03vhvp	1bb9
01w806h	1bba
01w5n51	1bbb
018fq	1bbc
07qy0b	1bbd
019389	1bbe
0f5mdz	1bbf
0d07j8	1bc0
01hw6wq	1bc1
06m6z6	1bc2
olympic_games_contested	1bc3
06zgc	1bc4
01f1jf	1bc5
0d1tm	1bc6
0l98s	1bc7
02y8z	1bc8
06sks6	1bc9
02_5h	1bca
018ctl	1bcb
0lgxj	1bcc
096f8	1bcd
018ljb	1bce
0sx92	1bcf
09wz9	1bd0
019n8z	1bd1
0l6vl	1bd2
07bs0	1bd3
0kbvb	1bd4
03hr1p	1bd5
01z27	1bd6
0124ld	1bd7
0152n0	1bd8
09n48	1bd9
03tmr	1bda
0lv1x	1bdb
06f41	1bdc
018qb4	1bdd
018wrk	1bde
07jjt	1bdf
0jkvj	1be0
03fyrh	1be1
0nbjq	1be2
09_bl	1be3
0swff	1be4
02bkg	1be5
0jhn7	1be6
09x3r	1be7
0ldqf	1be8
01f1kd	1be9
01f1jy	1bea
0swbd	1beb
09w1n	1bec
03krj	1bed
0w0d	1bee
0l6mp	1bef
0lbd9	1bf0
01dys	1bf1
0sx7r	1bf2
0lbbj	1bf3
0l6m5	1bf4
0486tv	1bf5
01hp22	1bf6
0sx8l	1bf7
0sxrz	1bf8
09f6b	1bf9
064vjs	1bfa
0blg2	1bfb
0bynt	1bfc
0l998	1bfd
0blfl	1bfe
0dwxr	1bff
0jdk_	1c00
019w9j	1c01
015l4k	1c02
015pkt	1c03
016r9z	1c04
04lgq	1c05
06wrt	1c06
071t0	1c07
0crlz	1c08
0l6ny	1c09
06z6r	1c0a
07jbh	1c0b
09_94	1c0c
0d1t3	1c0d
0lk8j	1c0e
09qgm	1c0f
07_53	1c10
019tzd	1c11
07gyv	1c12
06z68	1c13
0194d	1c14
09_9n	1c15
06br8	1c16
01gqfm	1c17
0kbws	1c18
03_8r	1c19
0kbvv	1c1a
09_b4	1c1b
0c_tl	1c1c
07rlg	1c1d
09xp_	1c1e
035d1m	1c1f
01yfj	1c20
02y74	1c21
role	1c22
03q5t	1c23
05kms	1c24
0l14j_	1c25
0l1589	1c26
06ncr	1c27
01xqw	1c28
020w2	1c29
07gql	1c2a
03f5mt	1c2b
0l14qv	1c2c
0l14v3	1c2d
07_l6	1c2e
0l14md	1c2f
07kc_	1c30
02sgy	1c31
01kcd	1c32
026g73	1c33
028tv0	1c34
0g2dz	1c35
01v1d8	1c36
05ljv7	1c37
013y1f	1c38
042v_gx	1c39
05r5c	1c3a
03ndd	1c3b
0bxl5	1c3c
018vs	1c3d
02k84w	1c3e
02hnl	1c3f
0151b0	1c40
05148p4	1c41
04rzd	1c42
021bmf	1c43
0jtg0	1c44
0myk8	1c45
018j2	1c46
02snj9	1c47
0dwr4	1c48
011k_j	1c49
0319l	1c4a
0395lw	1c4b
07xzm	1c4c
07brj	1c4d
0mkg	1c4e
07c6l	1c4f
0dwsp	1c50
03gvt	1c51
016622	1c52
01dnws	1c53
02k856	1c54
050rj	1c55
01vnt4	1c56
0239kh	1c57
01vj9c	1c58
0j862	1c59
01qzyz	1c5a
03m5k	1c5b
02w3w	1c5c
01s0ps	1c5d
01w4c9	1c5e
0342h	1c5f
0680x0	1c60
0192l	1c61
02pprs	1c62
02dlh2	1c63
0gghm	1c64
0g2ff	1c65
03t22m	1c66
03qlv7	1c67
037c9s	1c68
03qjg	1c69
06rvn	1c6a
03bx0bm	1c6b
01hww_	1c6c
01rhl	1c6d
0dq630k	1c6e
02bxd	1c6f
0gkd1	1c70
07y_7	1c71
01wy6	1c72
0dwtp	1c73
06w7v	1c74
0bmnm	1c75
014zz1	1c76
03qmg1	1c77
01399x	1c78
06w87	1c79
0cfdd	1c7a
0dwt5	1c7b
011_6p	1c7c
01v8y9	1c7d
0859_	1c7e
01w4dy	1c7f
01qbl	1c80
01c3q	1c81
02fsn	1c82
085jw	1c83
02qjv	1c84
0g33q	1c85
03_vpw	1c86
0j871	1c87
07m2y	1c88
0l15bq	1c89
02w4b	1c8a
01679d	1c8b
026t6	1c8c
05842k	1c8d
01p970	1c8e
0xzly	1c8f
0l15f_	1c90
023r2x	1c91
0dwvl	1c92
04q7r	1c93
051hrr	1c94
01vdm0	1c95
0mbct	1c96
02g9p4	1c97
0j210	1c98
02hrlh	1c99
0bm02	1c9a
0d8lm	1c9b
ceremony	1c9c
